ruri,ruri_user,ruri_domain,from_user,from_domain,from_tag,to_user,contact_user,callid,content_type,user_agent,source_ip,source_port,destination_port,contact_ip,contact_port,toll_fraud
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,139,13.57.9.131,3b62ba0f,9011441224928972,139,ef8d1cab09293f425662d6be249af6bb,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:993011972592277524@13.57.9.131,993011972592277524,13.57.9.131,99301113579131,13.57.9.131,2117896027,993011972592277524,99301113579131,1643004185-69112849-1510071820,application/sdp,pplsip,163.172.120.42,55659,5060,212.129.10.158,55659,1
sip:22011441224928982@13.57.9.131,22011441224928982,13.57.9.131,2222,13.57.9.131,b1b252b7,22011441224928982,2222,13befeb00966e2a037e6ab8b04590697,application/sdp,sipcli/v1.8,54.37.0.176,5081,5060,54.37.0.176,5081,1
sip:997011972592277524@13.57.9.131,997011972592277524,13.57.9.131,99701113579131,13.57.9.131,11114156,997011972592277524,99701113579131,1808449325-1639062846-1658636229,application/sdp,pplsip,163.172.120.42,49977,5060,212.129.10.158,49977,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,812,13.57.9.131,42a4d76e,11441224928972,812,f5bdc372cdf209b090495717b5bbe622,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:998011972592277524@13.57.9.131,998011972592277524,13.57.9.131,99801113579131,13.57.9.131,1503247720,998011972592277524,99801113579131,745599381-274636053-1911170117,application/sdp,pplsip,163.172.120.42,63562,5060,212.129.10.158,63562,1
sip:101010@13.57.9.131,101010,13.57.9.131,hello,honeypot.pstn.twilio.com,91567287_6772d868_793ad699-3a72-48e1-b801-1a724898c052,101010,hello,ebc6ec8aa6dbc7732bcc4155c6eeec13@0.0.0.0,application/sdp,Twilio Gateway,54.172.60.2,5060,5060,172.18.14.106,5060,0
sip:390662279104@13.57.9.131:5060;transport=UDP,390662279104,13.57.9.131,8891655718,13.57.9.131,r63cg2of,390662279104,8891655718,c4Cb3JGM8BVY0eNy6JCzxm..,application/sdp,Deskphone,193.23.181.142,26588,5060,193.23.181.142,5060,1
sip:999011972592277524@13.57.9.131,999011972592277524,13.57.9.131,99901113579131,13.57.9.131,1665795778,999011972592277524,99901113579131,1091391546-863805717-1952732619,application/sdp,pplsip,163.172.120.42,64589,5060,212.129.10.158,64589,1
sip:9999011972592277524@13.57.9.131,9999011972592277524,13.57.9.131,999901113579131,13.57.9.131,93785124,9999011972592277524,999901113579131,440320136-903521476-664554700,application/sdp,pplsip,163.172.120.42,55015,5060,212.129.10.158,55015,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,812,13.57.9.131,98bedad9,9011441224928972,812,c368d043ff30f383c0c81fd452d676ab,application/sdp,sipcli/v1.8,54.38.39.182,5080,5060,54.38.39.182,5080,1
sip:99999011972592277524@13.57.9.131,99999011972592277524,13.57.9.131,9999901113579131,13.57.9.131,1571997208,99999011972592277524,9999901113579131,1745466698-769907694-222030550,application/sdp,pplsip,163.172.120.42,49335,5060,212.129.10.158,49335,1
sip:222011441224928982@13.57.9.131,222011441224928982,13.57.9.131,2222,13.57.9.131,f2bcbc92,222011441224928982,2222,45a4fb9d44aca151b95e42680d877466,application/sdp,sipcli/v1.8,54.37.0.176,5071,5060,54.37.0.176,5071,1
sip:999999011972592277524@13.57.9.131,999999011972592277524,13.57.9.131,99999901113579131,13.57.9.131,1004018569,999999011972592277524,99999901113579131,1084344416-1651372710-285984904,application/sdp,pplsip,163.172.120.42,59948,5060,212.129.10.158,59948,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,813,13.57.9.131,aa942c48,11441224928972,813,63b9e4e16a1f43199b2aba9a5a36f223,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:9999999011972592277524@13.57.9.131,9999999011972592277524,13.57.9.131,999999901113579131,13.57.9.131,490047570,9999999011972592277524,999999901113579131,757430669-1682069271-1475253019,application/sdp,pplsip,163.172.120.42,56567,5060,212.129.10.158,56567,1
sip:+390662279104@13.57.9.131:5060;transport=UDP,+390662279104,13.57.9.131,8891655718,13.57.9.131,j2dh4o39,+390662279104,8891655718,A7T54dTO1D1tOzm7K2TJyo..,application/sdp,Deskphone,193.23.181.142,9222,5060,193.23.181.142,5060,1
sip:81011972592277524@13.57.9.131,81011972592277524,13.57.9.131,8101113579131,13.57.9.131,508670395,81011972592277524,8101113579131,1951634835-1899094645-258025875,application/sdp,pplsip,163.172.120.42,58652,5060,212.129.10.158,58652,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,813,13.57.9.131,b0c8c44b,9011441224928972,813,edf427dac952cbacad3e9b07c46c5213,application/sdp,sipcli/v1.8,54.38.39.182,5076,5060,54.38.39.182,5076,1
sip:710011972592277524@13.57.9.131,710011972592277524,13.57.9.131,71001113579131,13.57.9.131,2133288017,710011972592277524,71001113579131,132759104-90848181-308044866,application/sdp,pplsip,163.172.120.42,52840,5060,212.129.10.158,52840,1
sip:2222011441224928982@13.57.9.131,2222011441224928982,13.57.9.131,2222,13.57.9.131,899444f9,2222011441224928982,2222,ed7e4a64cfd3511072fd886e3006a7ad,application/sdp,sipcli/v1.8,54.37.0.176,5070,5060,54.37.0.176,5070,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,814,13.57.9.131,2e17504f,11441224928972,814,ee413418d116f9a792aaba16c2744e8b,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:0000011972592277524@13.57.9.131,11972592277524,13.57.9.131,1113579131,13.57.9.131,1447994281,11972592277524,1113579131,1811041166-1670363472-577483660,application/sdp,pplsip,163.172.120.42,58140,5060,212.129.10.158,58140,1
sip:9997011972592277524@13.57.9.131,9997011972592277524,13.57.9.131,999701113579131,13.57.9.131,1177439717,9997011972592277524,999701113579131,173900659-1419454271-1307064545,application/sdp,pplsip,163.172.120.42,63535,5060,212.129.10.158,63535,1
sip:011390662279104@13.57.9.131:5060;transport=UDP,11390662279104,13.57.9.131,8891655718,13.57.9.131,rdsgh6xm,11390662279104,8891655718,6N6B5OnZXGlfmzv2FH9nRy..,application/sdp,Deskphone,193.23.181.142,28864,5060,193.23.181.142,5060,1
sip:9998011972592277524@13.57.9.131,9998011972592277524,13.57.9.131,999801113579131,13.57.9.131,984270970,9998011972592277524,999801113579131,1012937179-428920675-153861840,application/sdp,pplsip,163.172.120.42,57721,5060,212.129.10.158,57721,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,814,13.57.9.131,4f3673a7,9011441224928972,814,777227b4e296967a588369021d7d71a7,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:22222011441224928982@13.57.9.131,22222011441224928982,13.57.9.131,2222,13.57.9.131,1b68e6b4,22222011441224928982,2222,8c5dfd8468f986bd5e4b33842ba2e592,application/sdp,sipcli/v1.8,54.37.0.176,5071,5060,54.37.0.176,5071,1
sip:159011972592277524@13.57.9.131,159011972592277524,13.57.9.131,15901113579131,13.57.9.131,191247692,159011972592277524,15901113579131,2089734443-780720043-2011652854,application/sdp,pplsip,163.172.120.42,51898,5060,212.129.10.158,51898,1
sip:951011972592277524@13.57.9.131,951011972592277524,13.57.9.131,95101113579131,13.57.9.131,1570604267,951011972592277524,95101113579131,1848145987-1179007947-1755589461,application/sdp,pplsip,163.172.120.42,55689,5060,212.129.10.158,55689,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,815,13.57.9.131,528d7568,11441224928972,815,ff5c6073d09c8753c474cd5cd2c3417d,application/sdp,sipcli/v1.8,54.38.39.182,5081,5060,54.38.39.182,5081,1
sip:147011972592277524@13.57.9.131,147011972592277524,13.57.9.131,14701113579131,13.57.9.131,196539226,147011972592277524,14701113579131,846113595-383504640-1361386928,application/sdp,pplsip,163.172.120.42,53019,5060,212.129.10.158,53019,1
sip:011011011972592277524@13.57.9.131,011011011972592277524,13.57.9.131,01101101113579131,13.57.9.131,492188036,011011011972592277524,01101101113579131,610671161-1431305561-394287379,application/sdp,pplsip,163.172.120.42,64012,5060,212.129.10.158,64012,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,815,13.57.9.131,9103f526,9011441224928972,815,c09f2336f79f17dcdef29d61f4d093e9,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:222222011441224928982@13.57.9.131,222222011441224928982,13.57.9.131,2222,13.57.9.131,35bf2c64,222222011441224928982,2222,8ae9d18c66c6c7778444aba7d96725a7,application/sdp,sipcli/v1.8,54.37.0.176,5070,5060,54.37.0.176,5070,1
sip:900390662279104@13.57.9.131:5060;transport=UDP,900390662279104,13.57.9.131,8891655718,13.57.9.131,6sy296rf,900390662279104,8891655718,FMjBGSnPZLQK1vT4v1sxrQ..,application/sdp,Deskphone,193.23.181.142,40651,5060,193.23.181.142,5060,1
sip:2001011972592277524@13.57.9.131,2001011972592277524,13.57.9.131,200101113579131,13.57.9.131,1792350426,2001011972592277524,200101113579131,742793174-600563895-991944270,application/sdp,pplsip,163.172.120.42,56673,5060,212.129.10.158,56673,1
sip:300011972592277524@13.57.9.131,300011972592277524,13.57.9.131,30001113579131,13.57.9.131,936423930,300011972592277524,30001113579131,725824221-158052156-2003078018,application/sdp,pplsip,163.172.120.42,62343,5060,212.129.10.158,62343,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,816,13.57.9.131,d01fd7d1,11441224928972,816,0cfe17af690bf55394121c5e3704fd45,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:7000011972592277524@13.57.9.131,7000011972592277524,13.57.9.131,700001113579131,13.57.9.131,451244671,7000011972592277524,700001113579131,1760749043-525191434-1034634128,application/sdp,pplsip,163.172.120.42,56434,5060,212.129.10.158,56434,1
sip:33011441224928982@13.57.9.131,33011441224928982,13.57.9.131,2222,13.57.9.131,704ab550,33011441224928982,2222,f542f5a22e6b3c9f8148f89eb91c127b,application/sdp,sipcli/v1.8,54.37.0.176,5070,5060,54.37.0.176,5070,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,816,13.57.9.131,04dd96bd,9011441224928972,816,ca1c342236f79a2bb8b2e341b6ea3761,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:3001011972592277524@13.57.9.131,3001011972592277524,13.57.9.131,300101113579131,13.57.9.131,127573543,3001011972592277524,300101113579131,423445764-169994796-1841578570,application/sdp,pplsip,163.172.120.42,50603,5060,212.129.10.158,50603,1
sip:9011390662279104@13.57.9.131:5060;transport=UDP,9011390662279104,13.57.9.131,8891655718,13.57.9.131,judzk5wl,9011390662279104,8891655718,B9RCWXmcFELCaccLM4uBpJ..,application/sdp,Deskphone,193.23.181.142,34603,5060,193.23.181.142,5060,1
sip:4001011972592277524@13.57.9.131,4001011972592277524,13.57.9.131,400101113579131,13.57.9.131,1738869131,4001011972592277524,400101113579131,1500815242-1851713125-847777871,application/sdp,pplsip,163.172.120.42,53322,5060,212.129.10.158,53322,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,817,13.57.9.131,22abd043,11441224928972,817,13e7b9a3da4647e3b5204405add2f46b,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:9001011972592277524@13.57.9.131,9001011972592277524,13.57.9.131,900101113579131,13.57.9.131,59093770,9001011972592277524,900101113579131,393091816-1016441780-700163170,application/sdp,pplsip,163.172.120.42,61107,5060,212.129.10.158,61107,1
sip:101972592277524@13.57.9.131,101972592277524,13.57.9.131,10113579131,13.57.9.131,79427979,101972592277524,10113579131,1686593698-498643625-1806836177,application/sdp,pplsip,163.172.120.42,51281,5060,212.129.10.158,51281,1
sip:333011441224928982@13.57.9.131,333011441224928982,13.57.9.131,2222,13.57.9.131,ea564528,333011441224928982,2222,4f13c61ec6b8810a66acd7466bea96bb,application/sdp,sipcli/v1.8,54.37.0.176,5076,5060,54.37.0.176,5076,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,817,13.57.9.131,246d320e,9011441224928972,817,ace5291f8479102d4b4fda46ec6a6551,application/sdp,sipcli/v1.8,54.38.39.182,5076,5060,54.38.39.182,5076,1
sip:1001972592277524@13.57.9.131,1001972592277524,13.57.9.131,100113579131,13.57.9.131,594581773,1001972592277524,100113579131,1366468057-619223289-883981816,application/sdp,pplsip,163.172.120.42,54171,5060,212.129.10.158,54171,1
sip:08011972592277524@13.57.9.131,08011972592277524,13.57.9.131,801113579131,13.57.9.131,843367056,08011972592277524,801113579131,935886927-453683194-1116836477,application/sdp,pplsip,163.172.120.42,52979,5060,212.129.10.158,52979,1
sip:000390662279104@13.57.9.131:5060;transport=UDP,390662279104,13.57.9.131,8891655718,13.57.9.131,surmao5a,390662279104,8891655718,6JZtwbc3J0sZM6nppITeii..,application/sdp,Deskphone,193.23.181.142,11558,5060,193.23.181.142,5060,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,818,13.57.9.131,84279ca1,11441224928972,818,75c9eefc516e977d4749cf048d7e46e5,application/sdp,sipcli/v1.8,54.38.39.182,5076,5060,54.38.39.182,5076,1
sip:9000011972592277524@13.57.9.131,9000011972592277524,13.57.9.131,900001113579131,13.57.9.131,2059539142,9000011972592277524,900001113579131,59513805-143123522-506018527,application/sdp,pplsip,163.172.120.42,64401,5060,212.129.10.158,64401,1
sip:3333011441224928982@13.57.9.131,3333011441224928982,13.57.9.131,2222,13.57.9.131,6ebf8788,3333011441224928982,2222,c07f4eafc53a955406769338f20520bb,application/sdp,sipcli/v1.8,54.37.0.176,5078,5060,54.37.0.176,5078,1
sip:91011011972592277524@13.57.9.131,91011011972592277524,13.57.9.131,9101101113579131,13.57.9.131,989866349,91011011972592277524,9101101113579131,771316089-548419483-1004193206,application/sdp,pplsip,163.172.120.42,64553,5060,212.129.10.158,64553,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,818,13.57.9.131,08d871bf,9011441224928972,818,b2d992e56b661313ff319d28f20a535f,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,46366727,9000011972592277580,900001113579131,2061745944-51672990-1457355343,application/sdp,pplsip,163.172.120.42,58521,5060,212.129.10.158,58521,1
sip:0000390662279104@13.57.9.131:5060;transport=UDP,390662279104,13.57.9.131,8891655718,13.57.9.131,fx1ng8ty,390662279104,8891655718,hR8htVvFUS24zgDYr4U885..,application/sdp,Deskphone,193.23.181.142,19045,5060,193.23.181.142,5060,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,819,13.57.9.131,1d49cfaa,11441224928972,819,30d45eacc94db9766f4651a9d13b5120,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,2037589560,9000011972592277580,900001113579131,1388275820-237738825-1998517,application/sdp,pplsip,163.172.120.42,51707,5060,212.129.10.158,51707,1
sip:33333011441224928982@13.57.9.131,33333011441224928982,13.57.9.131,2222,13.57.9.131,d931eee0,33333011441224928982,2222,bce1a689d71b7d5173964881512feef1,application/sdp,sipcli/v1.8,54.37.0.176,5090,5060,54.37.0.176,5090,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,819,13.57.9.131,e79f4607,9011441224928972,819,c45d9739a429237112d753d092a41e75,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,755876664,9000011972592277580,900001113579131,18420589-231967443-226765458,application/sdp,pplsip,163.172.120.42,62027,5060,212.129.10.158,62027,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,910,13.57.9.131,e51fab79,11441224928972,910,e2d66f65cc1a254cf33622ee17bf31fa,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,2065224788,9000011972592277580,900001113579131,1176927771-2103631398-1323611286,application/sdp,pplsip,163.172.120.42,63652,5060,212.129.10.158,63652,1
sip:9000390662279104@13.57.9.131:5060;transport=UDP,9000390662279104,13.57.9.131,8891655718,13.57.9.131,x1yad00n,9000390662279104,8891655718,aczqdo29BpMEuWHdC4Yca8..,application/sdp,Deskphone,193.23.181.142,48063,5060,193.23.181.142,5060,1
sip:333333011441224928982@13.57.9.131,333333011441224928982,13.57.9.131,2222,13.57.9.131,0324f824,333333011441224928982,2222,caab2260d61455aff69b5411edbcdcff,application/sdp,sipcli/v1.8,54.37.0.176,5076,5060,54.37.0.176,5076,1
sip:08011972592277524@13.57.9.131,08011972592277524,13.57.9.131,801113579131,13.57.9.131,779162525,08011972592277524,801113579131,216562466-64962180-1153839786,application/sdp,pplsip,163.172.120.42,56383,5060,212.129.10.158,56383,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,910,13.57.9.131,24e6f8fa,9011441224928972,910,5acec9278da088b2926d8110fbc2267a,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:9000011972592277524@13.57.9.131,9000011972592277524,13.57.9.131,900001113579131,13.57.9.131,1663347015,9000011972592277524,900001113579131,461498335-373503158-951035120,application/sdp,pplsip,163.172.120.42,54054,5060,212.129.10.158,54054,1
sip:91011011972592277524@13.57.9.131,91011011972592277524,13.57.9.131,9101101113579131,13.57.9.131,778216566,91011011972592277524,9101101113579131,728966337-1321580281-1302310865,application/sdp,pplsip,163.172.120.42,50232,5060,212.129.10.158,50232,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,920,13.57.9.131,afc9c03e,11441224928972,920,f7da143e19fdbf7a70581e48addc557f,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:44011441224928982@13.57.9.131,44011441224928982,13.57.9.131,2222,13.57.9.131,6f6bb31b,44011441224928982,2222,422ac428a16d5621ac9c77598e32b856,application/sdp,sipcli/v1.8,54.37.0.176,5077,5060,54.37.0.176,5077,1
sip:100390662279104@13.57.9.131:5060;transport=UDP,100390662279104,13.57.9.131,8891655718,13.57.9.131,t35ao1aj,100390662279104,8891655718,K2AI8Tf3dtZONGYiijOZL8..,application/sdp,Deskphone,193.23.181.142,27109,5060,193.23.181.142,5060,1
sip:81011972592277524@13.57.9.131,81011972592277524,13.57.9.131,8101113579131,13.57.9.131,2060886338,81011972592277524,8101113579131,626970649-1426303400-315888555,application/sdp,pplsip,163.172.120.42,60532,5060,212.129.10.158,60532,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,920,13.57.9.131,d5695700,9011441224928972,920,0c10fcc04c9a0c758455751f4b08d01a,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:71011972592277524@13.57.9.131,71011972592277524,13.57.9.131,7101113579131,13.57.9.131,1960442639,71011972592277524,7101113579131,2057929939-1246010334-453195055,application/sdp,pplsip,163.172.120.42,54087,5060,212.129.10.158,54087,1
sip:21011972592277524@13.57.9.131,21011972592277524,13.57.9.131,2101113579131,13.57.9.131,1771814186,21011972592277524,2101113579131,282357627-1796352597-110639131,application/sdp,pplsip,163.172.120.42,64400,5060,212.129.10.158,64400,1
sip:444011441224928982@13.57.9.131,444011441224928982,13.57.9.131,2222,13.57.9.131,d51b2be9,444011441224928982,2222,8aea9553a2ae4551cbfb6ddc52fc554a,application/sdp,sipcli/v1.8,54.37.0.176,5071,5060,54.37.0.176,5071,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,930,13.57.9.131,e5373b2f,11441224928972,930,7caf415fe8332c19915dd597a6407ab6,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:41011972592277524@13.57.9.131,41011972592277524,13.57.9.131,4101113579131,13.57.9.131,303614212,41011972592277524,4101113579131,2133286283-1801348555-868852693,application/sdp,pplsip,163.172.120.42,57830,5060,212.129.10.158,57830,1
sip:1100390662279104@13.57.9.131:5060;transport=UDP,1100390662279104,13.57.9.131,8891655718,13.57.9.131,vjcjvgdn,1100390662279104,8891655718,NSTNCIEuXO2FZ6A3LlGxCP..,application/sdp,Deskphone,193.23.181.142,46786,5060,193.23.181.142,5060,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,930,13.57.9.131,be5bbf97,9011441224928972,930,717f4ee87df2234f07984deb70388746,application/sdp,sipcli/v1.8,54.38.39.182,5070,5060,54.38.39.182,5070,1
sip:51011972592277524@13.57.9.131,51011972592277524,13.57.9.131,5101113579131,13.57.9.131,777038198,51011972592277524,5101113579131,2051762782-1890483759-1334364233,application/sdp,pplsip,163.172.120.42,63144,5060,212.129.10.158,63144,1
sip:61011972592277524@13.57.9.131,61011972592277524,13.57.9.131,6101113579131,13.57.9.131,1856176545,61011972592277524,6101113579131,1974709943-185631867-61960666,application/sdp,pplsip,163.172.120.42,57116,5060,212.129.10.158,57116,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,940,13.57.9.131,69d5282c,11441224928972,940,4c0c96323cb6bb3541651acaa049f642,application/sdp,sipcli/v1.8,54.38.39.182,5084,5060,54.38.39.182,5084,1
sip:31011972592277524@13.57.9.131,31011972592277524,13.57.9.131,3101113579131,13.57.9.131,530637448,31011972592277524,3101113579131,315307546-1761195945-1416465747,application/sdp,pplsip,163.172.120.42,54752,5060,212.129.10.158,54752,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,940,13.57.9.131,8df99280,9011441224928972,940,e430c6066e432087e28f3c45e89132c7,application/sdp,sipcli/v1.8,54.38.39.182,5074,5060,54.38.39.182,5074,1
sip:700011972592277524@13.57.9.131,700011972592277524,13.57.9.131,70001113579131,13.57.9.131,1071462132,700011972592277524,70001113579131,479421524-918468861-1432691205,application/sdp,pplsip,163.172.120.42,57900,5060,212.129.10.158,57900,1
sip:+00390662279104@13.57.9.131:5060;transport=UDP,+00390662279104,13.57.9.131,8891655718,13.57.9.131,ke7200z1,+00390662279104,8891655718,BeHrpUwR6NCauu8Yo2Koeh..,application/sdp,Deskphone,193.23.181.142,13062,5060,193.23.181.142,5060,1
sip:800011972592277524@13.57.9.131,800011972592277524,13.57.9.131,80001113579131,13.57.9.131,1773576932,800011972592277524,80001113579131,1597499617-675111913-1498413607,application/sdp,pplsip,163.172.120.42,64122,5060,212.129.10.158,64122,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,950,13.57.9.131,d020c157,11441224928972,950,583bcb5351d303c58cad20d92e9836fb,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:600011972592277524@13.57.9.131,600011972592277524,13.57.9.131,60001113579131,13.57.9.131,1187179181,600011972592277524,60001113579131,314270354-484891078-898353570,application/sdp,pplsip,163.172.120.42,53284,5060,212.129.10.158,53284,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,950,13.57.9.131,8c7afd45,9011441224928972,950,fd54acc74730dad22102ac1c7cc83fec,application/sdp,sipcli/v1.8,54.38.39.182,5076,5060,54.38.39.182,5076,1
sip:888011972592277524@13.57.9.131,888011972592277524,13.57.9.131,88801113579131,13.57.9.131,254803292,888011972592277524,88801113579131,1933732081-1321180593-683530466,application/sdp,pplsip,163.172.120.42,52561,5060,212.129.10.158,52561,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,257623442,9000011972592277580,900001113579131,2074594338-163566431-408951939,application/sdp,pplsip,163.172.120.42,53156,5060,212.129.10.158,53156,1
sip:+011390662279104@13.57.9.131:5060;transport=UDP,+011390662279104,13.57.9.131,8891655718,13.57.9.131,iv2507pw,+011390662279104,8891655718,yhbyZQPTu84nzI81TbOjSR..,application/sdp,Deskphone,193.23.181.142,47343,5060,193.23.181.142,5060,1
sip:111011972592277524@13.57.9.131,111011972592277524,13.57.9.131,11101113579131,13.57.9.131,1893624231,111011972592277524,11101113579131,1858116170-1143170769-447235767,application/sdp,pplsip,163.172.120.42,50179,5060,212.129.10.158,50179,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,1576110936,9000011972592277580,900001113579131,761745993-1840708625-688738444,application/sdp,pplsip,163.172.120.42,57895,5060,212.129.10.158,57895,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,960,13.57.9.131,f34516dc,11441224928972,960,46695e8d105602ae177dca7edffb9670,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:777011972592277524@13.57.9.131,777011972592277524,13.57.9.131,77701113579131,13.57.9.131,1853435879,777011972592277524,77701113579131,1323611613-426234765-1693160630,application/sdp,pplsip,163.172.120.42,58410,5060,212.129.10.158,58410,1
sip:9000011972592277580@13.57.9.131,9000011972592277580,13.57.9.131,900001113579131,13.57.9.131,1820700850,9000011972592277580,900001113579131,529160485-590690874-382840269,application/sdp,pplsip,163.172.120.42,62353,5060,212.129.10.158,62353,1
sip:258011972592277524@13.57.9.131,258011972592277524,13.57.9.131,25801113579131,13.57.9.131,574234195,258011972592277524,25801113579131,1470781580-1094392536-626099197,application/sdp,pplsip,163.172.120.42,55739,5060,212.129.10.158,55739,1
sip:369011972592277524@13.57.9.131,369011972592277524,13.57.9.131,36901113579131,13.57.9.131,92228592,369011972592277524,36901113579131,314391493-369311032-50422695,application/sdp,pplsip,163.172.120.42,55522,5060,212.129.10.158,55522,1
sip:9011441224928972@13.57.9.131,9011441224928972,13.57.9.131,960,13.57.9.131,1b2a2ccb,9011441224928972,960,91290830316a112f17497422a0a7f180,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:963011972592277524@13.57.9.131,963011972592277524,13.57.9.131,96301113579131,13.57.9.131,1098564725,963011972592277524,96301113579131,1062414028-709222088-177274552,application/sdp,pplsip,163.172.120.42,64511,5060,212.129.10.158,64511,1
sip:001011972592277524@13.57.9.131,001011972592277524,13.57.9.131,101113579131,13.57.9.131,1695824077,001011972592277524,101113579131,1805164462-257805039-797584557,application/sdp,pplsip,163.172.120.42,63703,5060,212.129.10.158,63703,1
sip:00+390662279104@13.57.9.131:5060;transport=UDP,00+390662279104,13.57.9.131,8891655718,13.57.9.131,racuupzl,00+390662279104,8891655718,dBdGHUZLHKxvXI4PRXaQ3l..,application/sdp,Deskphone,193.23.181.142,50170,5060,193.23.181.142,5060,1
sip:011441224928972@13.57.9.131,11441224928972,13.57.9.131,970,13.57.9.131,d81582ac,11441224928972,970,a1e2b9b21fa7420ecd51c27bbfd95426,application/sdp,sipcli/v1.8,54.38.39.182,5071,5060,54.38.39.182,5071,1
sip:009011972592277524@13.57.9.131,009011972592277524,13.57.9.131,901113579131,13.57.9.131,417045627,009011972592277524,901113579131,1144681514-1811516511-858685135,application/sdp,pplsip,163.172.120.42,58393,5060,212.129.10.158,58393,1
sip:911011972592277524@13.57.9.131,911011972592277524,13.57.9.131,91101113579131,13.57.9.131,173648690,911011972592277524,91101113579131,136061541-782925253-952672574,application/sdp,pplsip,163.172.120.42,55439,5060,212.129.10.158,55439,1
sip:11111011972592277524@13.57.9.131,11111011972592277524,13.57.9.131,1111101113579131,13.57.9.131,437178101,11111011972592277524,1111101113579131,1356935961-1635500822-220581888,application/sdp,pplsip,163.172.120.42,59253,5060,212.129.10.158,59253,1
